titles,box_office,total
Tom Jones,37.60000000000,37600000
Unfriended,32.48209000000,32482090
Taxi Driver,28.26257400000,28262574
An Inconvenient Truth,24.14616100000,24146161
The Fog,21.37836100000,21378361
Chernobyl Diaries,18.11964000000,18119640
The Howling,17.98500000000,17985000
Dr. No,16.06703500000,16067035
Hellraiser,14.56400000000,14564000
Cry Wolf,10.04767400000,10047674
Godzilla 2000,10.03739000000,10037390
Blue Valentine,9.73789200000,9737892
Transamerica,9.01530300000,9015303
Beyond the Valley of the Dolls,9.00000000000,9000000
Love Me Tender,9.00000000000,9000000
Sands of Iwo Jima,7.80000000000,7800000
The Green Inferno,7.19229100000,7192291
The Sessions,6.00245100000,6002451
Shine a Light,5.50526700000,5505267
October Baby,5.35584700000,5355847
The Skeleton Twins,5.28430900000,5284309
20 Feet From Stardom,4.94625000000,4946250
"Food, Inc.",4.41767400000,4417674
"Next Stop, Wonderland",3.39558100000,3395581
Obvious Child,3.12261600000,3122616
Martha Marcy May Marlene,2.98103800000,2981038
Junebug,2.67801000000,2678010
Frozen River,2.51147600000,2511476
The Sidewalks of New York,2.40245900000,2402459
Two Girls and a Guy,2.05719300000,2057193
The Broken Hearts Club: A Romantic Comedy,1.74485800000,1744858
Who Killed the Electric Car?,1.67887400000,1678874
Walking and Talking,1.28748000000,1287480
Bubba Ho-Tep,1.23918300000,1239183
No Man's Land,1.06748100000,1067481
Slam,1.00981900000,1009819
Brigham City,0.85220600000,852206
Panic,0.77913700000,779137
Palo Alto,0.76773200000,767732
Fiza,0.62379100000,623791
Ajami,0.62185900000,621859
Orgazmo,0.58202400000,582024
The Future,0.56866200000,568662
All the Real Girls,0.54966600000,549666
Dream With The Fishes,0.54290900000,542909
The Act of Killing,0.48691900000,486919
Blue Car,0.46412600000,464126
Wristcutters: A Love Story,0.44616500000,446165
Luminarias,0.42853500000,428535
I Origins,0.33647200000,336472
Antarctica: A Year on Ice,0.28875700000,288757
The Battle of Shaker Heights,0.28035100000,280351
Taxi to the Dark Side,0.27466100000,274661
Guiana 1838,0.22724100000,227241
Love Lisa,0.21313700000,213137
Once in a Lifetime: the Extraordinary Story of the New York Cosmos,0.14460100000,144601
Lisa Picard is Famous,0.11343300000,113433
Beyond the Brick: A LEGO Brickumentary,0.10153100000,101531
The House of the Devil,0.10121500000,101215
Hardflip,0.09673400000,96734
Creative Control,0.06301400000,63014
Chocolate: Deep Dark Secrets,0.04900000000,49000
The Perfect Host,0.04876400000,48764
The Last Big Thing,0.02243400000,22434
Safe Men,0.02121000000,21210
Speedway Junky,0.01712700000,17127
Hits,0.01515600000,15156
The Specials,0.01299600000,12996
16 to Life,0.01157400000,11574
Alone with Her,0.01078700000,10787
Camp X-Ray,0.00983700000,9837
Special,0.00720200000,7202
The Sisterhood of Night,0.00687000000,6870
Sparkler,0.00549400000,5494
The Helix... Loaded,0.00370000000,3700
Childless,0.00103600000,1036
In Her Line of Fire,0.00088400000,884
The Jimmy Show,0.00070300000,703
Heli,0.00000000000,0
Karachi se Lahore,0.00000000000,0
Loving Annabelle,0.00000000000,0
Frat Party,0.00000000000,0
Jimmy and Judy,0.00000000000,0
The Party's Over,0.00000000000,0
The Poker House,0.00000000000,0
Proud,0.00000000000,0
Steppin: The Movie,0.00000000000,0
Zombies of Mass Destruction,0.00000000000,0
Snow White: A Deadly Summer,0.00000000000,0
Truth or Die,0.00000000000,0
Black Rock,0.00000000000,0
Hidden Away,0.00000000000,0
My Last Day Without You,0.00000000000,0
Zombie Hunter,0.00000000000,0
Doc Holliday's Revenge,0.00000000000,0
A Fine Step,0.00000000000,0
Fear Clinic,0.00000000000,0
The Pet,0.00000000000,0
Bang Bang Baby,0.00000000000,0
1982,0.00000000000,0
The Horror Network,0.00000000000,0
Chemical Cut,0.00000000000,0
American Hero,0.00000000000,0
Por amor en el caserio,0.00000000000,0
And Then Came Love,0.00815800000,8158
Hard Candy,1.02464000000,1024640
Charly,0.81466600000,814666
Trance,0.00000000000,0
Banshee Chapter,0.00000000000,0
Jesse,0.00000000000,0
Ask Me Anything,0.00000000000,0
L!fe Happens,0.03090500000,30905
Food Chains,0.00000000000,0
On the Waterfront,9.60000000000,9600000
Fruitvale Station,16.09899800000,16098998
Meet the Blacks,9.09707200000,9097072
"4 luni, 3 saptamani si 2 zile",1.19632100000,1196321
Circumstance,0.45412100000,454121
The Quiet,0.38142000000,381420
The Giant Mechanical Man,0.00739600000,7396
The Brass Teapot,0.00699700000,6997
40 Weeks,0.00000000000,0
Le bonheur d'Elza,0.00000000000,0
Bambi,102.79700000000,102797000
"For a Good Time, Call",1.25174900000,1251749
Latter Days,0.83311800000,833118
The Hammer,0.44263800000,442638
Windsor Drive,0.00325600000,3256
Snitch,0.00000000000,0
Harrison Montgomery,0.00000000000,0
Celeste and Jesse Forever,3.10340700000,3103407
Time Changer,1.50071100000,1500711
London to Brighton,0.00000000000,0
Crying With Laughter,0.00000000000,0
Jodaeiye Nader az Simin,7.09849200000,7098492
Welcome to the Dollhouse,4.19813700000,4198137
Raising Victor Vargas,2.07398400000,2073984
Ruby in Paradise,1.00143700000,1001437
Pandora's Box,0.88195000000,881950
Cama adentro,0.20043300000,200433
Deterrence,0.14458300000,144583
The Mudge Boy,0.06254400000,62544
The Young Unknowns,0.05816300000,58163
Dod sno,0.04674200000,46742
Not Cool,0.03568800000,35688
Kill List,0.02906300000,29063
Vessel,0.00000000000,0
Saints and Soldiers,1.31047000000,1310470
American Graffiti,115.00000000000,115000000
Iraq for Sale: The War Profiteers,0.00000000000,0
Kevin Hart: Laugh at My Pain,7.70643600000,7706436
Aqua Teen Hunger Force Colon Movie Film for Theaters,5.52036800000,5520368
Safety Not Guaranteed,4.01095700000,4010957
The Innkeepers,0.07839600000,78396
Il conformista,0.05965600000,59656
Interview with the Assassin,0.04732900000,47329
Undead,0.04119600000,41196
Donkey Punch,0.01936700000,19367
All the Boys Love Mandy Lane,0.00000000000,0
Destiny,0.00000000000,0
Bled,0.00000000000,0
Adulterers,0.00000000000,0
La mariée était en noir,0.04456600000,44566
High Noon,8.00000000000,8000000
Hoop Dreams,7.76837100000,7768371
Rize,3.27861100000,3278611
Half Nelson,2.69793800000,2697938
L.I.E.,1.14096500000,1140965
Naturally Native,0.01050800000,10508
B-Girl,0.00000000000,0
Walter,0.00000000000,0
King Kong,10.00000000000,10000000
House of Wax,23.80000000000,23800000
Hav Plenty,2.30177700000,2301777
Escape from Tomorrow,0.17196200000,171962
After,0.00000000000,0
The Hadza: Last of the First,0.00000000000,0
Starsuckers,0.00000000000,0
Treachery,0.00000000000,0
Top Hat,1.78200000000,1782000
The Blair Witch Project,140.53909900000,140539099
Woodstock,34.50511000000,34505110
The Kentucky Fried Movie,15.00000000000,15000000
Per qualche dollaro in più,4.30000000000,4300000
Mercy Streets,0.17359900000,173599
Water & Power,0.04255700000,42557
Arnolds Park,0.02361600000,23616
Broken Vessels,0.01503000000,15030
Drunk Wedding,0.00330100000,3301
They Will Have to Kill Us First,0.00000000000,0
Crop Circles: Quest for Truth,0.00000000000,0
The Maid's Room,0.00000000000,0
Light from the Darkroom,0.00000000000,0
Irreplaceable,0.00000000000,0
A Hard Day's Night,1.53786000000,1537860
The Harvest/La Cosecha,0.00370900000,3709
Julija in alfa Romeo,0.00000000000,0
Mata Hari,0.90000000000,900000
Friday the 13th,39.75460100000,39754601
Love Letters,5.26999000000,5269990
Faith Connections,0.00911100000,9111
High Road,0.00000000000,0
Fireproof,33.45631700000,33456317
Benji,31.55956000000,31559560
Open Water,30.50088200000,30500882
Kingdom of the Spiders,17.00000000000,17000000
Mad Hot Ballroom,8.11796100000,8117961
The Station Agent,5.80155800000,5801558
To Save a Life,3.77721000000,3777210
Wordplay,3.12127000000,3121270
Beyond the Mat,2.04757000000,2047570
The Singles Ward,1.25079800000,1250798
Sholem Aleichem: Laughing in the Darkness,1.13126100000,1131261
Osama,1.12733100000,1127331
Groove,1.11531300000,1115313
The R.M.,1.11161500000,1111615
Twin Falls Idaho,0.98534100000,985341
Mean Creek,0.60395100000,603951
Drinking Buddies,0.34370600000,343706
Hurricane Streets,0.33404100000,334041
Never Again,0.30763100000,307631
Shichinin no samurai,0.27173600000,271736
Civil Brand,0.25429300000,254293
Monsters,0.23730100000,237301
Lonesome Jim,0.15418700000,154187
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,0.15244900000,152449
The Other Dream Team,0.13410900000,134109
Rubber,0.10037000000,100370
Johnny Suede,0.05500000000,55000
Finishing the Game,0.05285000000,52850
Kiss the Bride,0.03203300000,32033
The Journey,0.01980000000,19800
Home,0.01543300000,15433
The Slaughter Rule,0.01313400000,13134
The Living Wake,0.01223200000,12232
Scott Walker: 30 Century Man,0.00684000000,6840
The Californians,0.00413400000,4134
Born to Fly: Elizabeth Streb vs. Gravity,0.00182200000,1822
Detention of the Dead,0.00177800000,1778
Fengkuang de Shitou,0.00000000000,0
Now is Good,0.00000000000,0
Everything Put Together,0.00000000000,0
Drones,0.00000000000,0
Enter Nowhere,0.00000000000,0
Girls Gone Dead,0.00000000000,0
Insomnia Manica,0.00000000000,0
America Is Still The Place,0.00000000000,0
The Outrageous Sophie Tucker,0.00000000000,0
Subconscious,0.00000000000,0
Roadside,0.00000000000,0
Diamond Rufff,0.00000000000,0
Love in the Time of Monsters,0.00000000000,0
El rey de Najayo,0.00000000000,0
Fight to the Finish,0.00000000000,0
Bucky and the Squirrels,0.00000000000,0
Going Under,0.00000000000,0
Crossroads,0.00000000000,0
Alleluia! The Devil's Carnival,0.00000000000,0
Brooklyn Bizarre,0.00000000000,0
Crabs!,0.00000000000,0
The Sound and the Shadow,0.00000000000,0
Rodeo Girl,0.00000000000,0
The Little Ponderosa Zoo,0.00000000000,0
The Toxic Avenger,0.00000000000,0
Paranormal Activity,107.91881000000,107918810
Straight out of Brooklyn,2.71229300000,2712293
Brick,2.07574300000,2075743
Sunday,0.41091900000,410919
Conversations with Other Women,0.37941800000,379418
Siakh lokhamim: ha'slilim ha'gnouzim,0.04126000000,41260
Poultrygeist: Night of the Chicken Dead,0.01380400000,13804
As It Is in Heaven,0.01348600000,13486
Mutual Friends,0.00000000000,0
Rise Of the Entrepreneur - The Search For A Better Way,0.00000000000,0
42nd Street,1.43800000000,1438000
Metropolitan,2.93800000000,2938000
Gory Gory Hallelujah,0.01260400000,12604
Blue Ruin,0.25838400000,258384
Napoleon Dynamite,44.54095600000,44540956
Monty Python and the Holy Grail,3.42769600000,3427696
Quinceanera,1.69269300000,1692693
Dogtown and Z-Boys,1.29329500000,1293295
Heroes,0.65553800000,655538
Tarnation,0.59201400000,592014
I Want Your Money,0.43358800000,433588
E tu vivrai nel terrore - L'aldilà,0.12638700000,126387
Home Movies,0.08913400000,89134
Jackpot,0.04445200000,44452
Fabled,0.03142500000,31425
The Dark Hours,0.00042300000,423
My Beautiful Laundrette,0.00000000000,0
Show Me,0.00000000000,0
Pancakes,0.00000000000,0
Viskningar och rop,0.00000000000,0
Intolerance,0.00000000000,0
The Broadway Melody,2.80000000000,2800000
The Evil Dead,2.40000000000,2400000
Trekkies,0.61717200000,617172
Maniac,10.00000000000,10000000
American Ninja 2: The Confrontation,4.00000000000,4000000
Murderball,1.53115400000,1531154
My Dog Tulip,0.24657400000,246574
51 Birch Street,0.08468900000,84689
Revolution#9,0.00911800000,9118
Royal Kill,0.00000000000,0
Rotor DR1,0.00000000000,0
12 Angry Men,0.00000000000,0
Halloween,47.00000000000,47000000
It Happened One Night,2.50000000000,2500000
Dogtooth,0.11024800000,110248
Tumbleweeds,1.35024800000,1350248
Tupac Resurrection,7.71896100000,7718961
God's Army,2.63772600000,2637726
Pieces of April,2.52866400000,2528664
When The Cat's Away,1.65247200000,1652472
Wendy and Lucy,0.86569500000,865695
Let's Talk About Sex,0.37361500000,373615
Old Joy,0.25592300000,255923
First Morning,0.08726400000,87264
Pierrot le fou,0.07080700000,70807
3 Backyards,0.03947500000,39475
Sisters in Law,0.03331200000,33312
Nothing But a Man,0.01724100000,17241
Ayurveda: Art of Being,0.01689200000,16892
"First Love, Last Rites",0.01087600000,10876
Fighting Tommy Riley,0.01051400000,10514
Locker 13,0.00349600000,3496
The Looking Glass,0.00171100000,1711
All You Need Is Love,0.00000000000,0
Death Race 2000,0.00000000000,0
Some Guy Who Kills People,0.00000000000,0
Midnight Cabaret,0.00000000000,0
Teeth and Blood,0.00000000000,0
Walking to Paris,0.00000000000,0
Anderson's Cross,0.00000000000,0
Amidst the Devil's Wings,0.00000000000,0
Death Calls,0.00000000000,0
Compliance,0.31928500000,319285
Graduation Day,23.89400000000,23894000
Chasing Amy,12.00651400000,12006514
Lovely and Amazing,4.21037900000,4210379
Better Luck Tomorrow,3.80239000000,3802390
Like Crazy,3.39539100000,3395391
The Incredibly True Adventure of Two Girls in Love,2.21040800000,2210408
Chuck&Buck,1.05567100000,1055671
American Desi,0.90283500000,902835
Cube,0.48922000000,489220
Love and Other Catastrophes,0.21228500000,212285
I Married a Strange Person,0.20313400000,203134
November,0.19186200000,191862
Sugar Town,0.17809500000,178095
Happy Valley,0.06766500000,67665
The Canyons,0.05967100000,59671
The Motel,0.05154000000,51540
On the Outs,0.04977200000,49772
Shotgun Stories,0.04602600000,46026
Test,0.01882300000,18823
Sticky Fingers of Time,0.01819500000,18195
Night Lights,0.01284800000,12848
Along the Roadside,0.00000000000,0
Sunday School Musical,0.00000000000,0
Rust,0.00000000000,0
The Christmas Bunny,0.00000000000,0
Ink,0.00000000000,0
The Frozen,0.00000000000,0
Jesus People,0.00000000000,0
Butterfly,0.00000000000,0
UnDivided,0.00000000000,0
Horse Camp,0.00000000000,0
Give Me Shelter,0.00000000000,0
Rock the House,0.00000000000,0
Shooting the Warwicks,0.00000000000,0
The Love Letter,0.00000000000,0
Western Religion,0.00000000000,0
11-Apr,0.00000000000,0
The Big Parade,11.00000000000,11000000
Little Big Top,0.00748400000,7484
Bronson,0.10497900000,104979
Burn,1.10927600000,1109276
Urbania,1.03207500000,1032075
"The Beast from 20,000 Fathoms",5.00000000000,5000000
The Stewardesses,13.50000000000,13500000
Mad Max,8.75000000000,8750000
"20,000 Leagues Under the Sea",8.00000000000,8000000
Swingers,4.50592200000,4505922
Per un pugno di dollari,3.50000000000,3500000
The Grace Card,2.43073500000,2430735
She Done Him Wrong,2.00000000000,2000000
Trois,1.16184300000,1161843
Short Cut to Nirvana: Kumbh Mela,0.38122500000,381225
Middle of Nowhere,0.23680600000,236806
Call+Response,0.21298900000,212989
The Business of Fancy Dancing,0.17468200000,174682
Hybrid,0.16260500000,162605
Baghead,0.14001600000,140016
Malevolence,0.12602100000,126021
Side Effects,0.04470100000,44701
Good Dick,0.02883500000,28835
The Case of the Grinning Cat,0.00703300000,7033
Solitude,0.00626000000,6260
The Word,0.00364800000,3648
The Trials of Darryl Hunt,0.00121700000,1217
The Man From Earth,0.00000000000,0
Samantha: An American Girl Holiday,0.00000000000,0
Yesterday Was a Lie,0.00000000000,0
Archaeology of a Woman,0.00000000000,0
Sanctuary; Quite a Conundrum,0.00000000000,0
Theresa Is a Mother,0.00000000000,0
Perfect Cowboy,0.00000000000,0
H.,0.00000000000,0
Weekend,0.48459200000,484592
Bacheha-Ye aseman,0.93393300000,933933
Butterfly Girl,0.00895600000,8956
She's Gotta Have It,7.13750200000,7137502
Another Earth,1.32119400000,1321194
Sparrows Dance,0.00260200000,2602
Heroes of Dirt,0.00000000000,0
Dolphin,0.01400000000,14000
Lumea e a mea,0.00000000000,0
The Horse Boy,0.15661200000,156612
The Calling,0.03209200000,32092
Sweet Sweetback's Baad Asssss Song,15.20000000000,15200000
Once,9.44585700000,9445857
Tadpole,2.89128800000,2891288
Woman Chaser,0.11071900000,110719
Antarctic Edge: 70º South,0.00719300000,7193
Top Spin,0.00585800000,5858
Speak No Evil,0.00000000000,0
A Charlie Brown Christmas,0.00000000000,0
Aroused,0.00000000000,0
Escaping the Holocost,0.00000000000,0
The Texas Chainsaw Massacre,26.57243900000,26572439
Roger & Me,6.70636800000,6706368
Sound of My Voice,0.40801500000,408015
Cat People,4.00000000000,4000000
An American in Hollywood,0.00000000000,0
The Brain That Sings,0.00000000000,0
Romantic Schemer,0.00000000000,0
Your Sister's Sister,1.59748600000,1597486
The Blood of My Brother: A Story of Death in Iraq,0.00000000000,0
A Dog's Breakfast,0.00000000000,0
A Dog's Breakfast,0.00000000000,0
Une Femme Mariée,0.00000000000,0
Night of the Living Dead,12.00000000000,12000000
The Birth of a Nation,10.00000000000,10000000
The Work and the Story,0.01613700000,16137
The Gallows,22.76441000000,22764410
Facing the Giants,10.17833100000,10178331
Eraserhead,7.00000000000,7000000
Hollywood Shuffle,5.22861700000,5228617
Over the Hill to the Poorhouse,3.00000000000,3000000
The Mighty,2.65224600000,2652246
Penitentiary,0.28700000000,287000
The Lost Skeleton of Cadavra,0.11053600000,110536
Cheap Thrills,0.05942400000,59424
The Past is a Grotesque Animal,0.02005600000,20056
Keeping it Real: The Adventures of Greg Walloch,0.00135800000,1358
Indie Game: The Movie,0.00000000000,0
"Dude, Where's My Dog",0.00000000000,0
Echo Dr.,0.00000000000,0
Closure,0.00000000000,0
Lunchtime Heroes,0.00000000000,0
Open Secret,0.00000000000,0
The Night Visitor,0.00000000000,0
Tiger Orange,0.00000000000,0
The Last House on the Left,3.10000000000,3100000
Dawn of the Crescent Moon,0.00879900000,8799
Queen Crab,0.00000000000,0
Happy Christmas,0.03031200000,30312
"Peace, Propaganda and the Promised Land",0.00493000000,4930
Absentia,0.00000000000,0
Pi,3.22115200000,3221152
I Love You … Don't Touch Me!,0.03359800000,33598
20 Dates,0.54163600000,541636
Super Size Me,11.52936800000,11529368
Supporting Characters,0.00491700000,4917
The FP,0.00000000000,0
Hayride,0.00000000000,0
The Brain That Wouldn't Die,0.00000000000,0
The Dirties,0.00000000000,0
The Brothers McMullen,10.42650600000,10426506
