titles,ranks,a_count,a_score,actor1,actor2,actor3,box_office,c_count,c_score,genre,mp_rating,runtime,year,month
Man on Wire,3,"29,961",87,Philippe Petit,Alan Welner,Annie Allix,"2,600,296",157,100,"Documentary,                        Special Interest","PG-13 (for some sexuality and nudity, and drug references)",94,2008,Dec
WALL-E,4,"596,733",89,Ben Burtt,Elissa Knight,Jeff Garlin,"223,749,872",239,96,"Action & Adventure,                        Animation,                        Science Fiction & Fantasy",G,97,2008,Jun
Let the Right One In,5,"60,686",90,Kåre Hedebrant,Lina Leandersson,Per Ragnar,"2,100,000",179,98,"Art House & International,                        Drama,                        Horror","R (for some bloody violence including disturbing images, brief nudity and language)",114,2008,Jan
Iron Man,6,"1,078,187",91,Robert Downey Jr.,Terrence Howard,Jeff Bridges,"318,298,180",251,94,"Action & Adventure,                        Drama,                        Science Fiction & Fantasy","PG-13 (for some intense sequences of sci-fi action and violence, and brief suggestive content)",126,2008,Apr
Milk,7,"177,801",89,Sean Penn,Emile Hirsch,Josh Brolin,"31,716,847",219,94,"Drama,                        Gay & Lesbian","R (for language, some sexual content and brief violence)",128,2008,Nov
Slumdog Millionaire,8,"1,155,178",90,Dev Patel,Freida Pinto,Madhur Mittal,"141,243,551",248,92,"Drama,                        Romance","R (for some violence, disturbing images and language)",121,2008,Aug
Aruitemo Aruitemo (Still Walking),9,"3,611",90,Hiroshi Abe,Yui Natsukawa,Kirin Kiki,"86,000",62,100,"Art House & International,                        Drama",NR,114,2008,Jun
Frost/Nixon,10,"109,691",88,Frank Langella,Michael Sheen,Kevin Bacon,"18,600,000",231,92,Drama,R (for some language),123,2008,Dec
Waltz with Bashir,11,"43,812",90,Ari Folman,Ron Ben-Yishai,Roni Dayag,"2,300,000",141,96,"Animation,                        Art House & International,                        Documentary,                        Special Interest","R (for some disturbing images of atrocities, strong violence, brief nudity and a scene of graphic sexual content)",90,2008,May
The Class,12,"12,534",82,Huang Wei,Franck Keita,François Bégaudeau,"3,700,000",147,95,"Art House & International,                        Drama",PG-13 (for language),128,2008,May
35 Rhums (35 Shots of Rum),13,"1,425",64,Alex Descas,Gregoire Colin,Mati Diop,,60,97,"Art House & International,                        Drama",NR,100,2008,Sep
"Bigger, Stronger, Faster*",15,"106,387",80,"Mark ""Smelly"" Bell","Mike ""Mad Dog"" Bell",Rosemary Bell,"216,748",73,96,"Documentary,                        Special Interest","PG-13 (for thematic material involving drugs, language, some sexual content and violent images)",106,2008,May
Trouble the Water,16,"1,985",86,Kimberly Rivers Roberts,Scott Roberts,Brian Nobles,"146,384",72,96,"Documentary,                        Special Interest",NR,94,2008,Aug
Les Plages d'Agnès (The Beaches of Agnes),17,"1,210",88,Agnès Varda,André Lubrano,Blaise Fournier,,67,96,"Art House & International,                        Documentary,                        Musical & Performing Arts",NR,100,2008,Sep
Happy-Go-Lucky,18,"34,721",66,Sally Hawkins,Alexis Zegerman,Andrea Riseborough,"3,494,485",145,92,"Art House & International,                        Comedy,                        Drama",R (for language),119,2008,Oct
Chop Shop,19,"2,713",76,Alejandro Polanco,Isamar Gonzales,Rob Sowulski,,51,96,"Art House & International,                        Drama",NR,85,2008,Feb
Gomorrah (Gomorra),20,"32,019",70,Salvatore Ruocco,Salvatore Cantalupo,Gianfelice Imparato,"1,500,000",136,92,"Art House & International,                        Drama,                        Mystery & Suspense",NR,137,2008,Feb
The Pool,21,846,72,Venkatesh Chavan,Jhangir Badshah,Ayesha Mohan,,45,96,"Art House & International,                        Comedy,                        Drama","R (for strong violence/gore, language, substance abuse and brief sexuality/nudity)",63,2008,Sep
Sugar,22,"12,603",80,Algenis Perez Soto,Alina Vargas,André Holland,"1,037,595",123,92,"Drama,                        Sports & Fitness","R (for language, some sexuality and brief drug use)",114,2008,Jan
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",23,"2,364",80,Phillip Adams,Phil Adams,Russell Boyd,,60,94,"Art House & International,                        Documentary,                        Television","R (for graphic nudity, sexuality, violence and gore, some language and drug use)",100,2008,Jul
Transsiberian,24,"16,128",65,Woody Harrelson,Emily Mortimer,Ben Kingsley,"2,026,565",77,93,"Drama,                        Mystery & Suspense","R (for some violence, including torture and language)",111,2008,Jul
Bolt,25,"314,956",73,John Travolta,Malcolm McDowell,Mark Walton,"114,053,579",159,89,"Action & Adventure,                        Animation,                        Comedy",PG (for some mild action and peril),96,2008,Nov
Dear Zachary: A Letter to a Son About His Father,26,"7,035",96,David Bagby,Kathleen Bagby,Heather Arnold,,46,94,"Documentary,                        Drama,                        Special Interest",NR,95,2008,Oct
Hellboy II: The Golden Army (Hellboy 2),27,"821,990",71,Ron Perlman,Selma Blair,Doug Jones,"75,754,670",208,86,"Action & Adventure,                        Mystery & Suspense,                        Science Fiction & Fantasy","PG-13 (for sequences of sci-fi action and violence, and some language)",120,2008,Jun
Caramel,28,"12,331",81,Nadine Labaki,Yasmine Al Massri,Yasmine Al Masri,"1,000,000",70,92,"Comedy,                        Drama,                        Romance","PG (for thematic elements involving sexuality, language and some smoking)",95,2008,Feb
Ballast,29,"4,179",71,Micheal J. Smith Sr.,Jim Myron Ross,JimMyron Ross,"100,000",70,92,"Art House & International,                        Drama",NR,96,2008,Oct
Kung Fu Panda,30,"584,619",82,Jack Black,Dustin Hoffman,Angelina Jolie,"215,395,021",158,87,"Action & Adventure,                        Animation,                        Kids & Family",PG (for sequences of martial arts action),88,2008,Jun
The Visitor,31,"127,037",84,Richard Jenkins,Haaz Sleiman,Danai Gurira,"9,234,510",104,89,Drama,PG-13 (for brief strong language),104,2008,Apr
Ghost Town,32,"432,878",60,Greg Kinnear,Téa Leoni,Ricky Gervais,"13,214,030",156,86,"Comedy,                        Documentary,                        Science Fiction & Fantasy,                        Special Interest","PG-13 (for some strong language, sexual humor and drug references)",102,2008,Sep
Frozen River,33,"85,843",74,Melissa Leo,Misty Upham,Charlie McDermott,"2,061,019",116,88,Drama,R (for some language),97,2008,Aug
I've Loved You So Long,34,"22,510",85,Kristin Scott Thomas,Elsa Zylberstein,Serge Hazanavicius,"2,901,744",111,88,"Art House & International,                        Drama,                        Mystery & Suspense",PG-13 (for thematic material and smoking),117,2008,Oct
Momma's Man,35,"1,959",50,Matt Boren,Ken Jacobs,Flo Jacobs,,42,91,"Art House & International,                        Comedy,                        Drama",NR,99,2008,Aug
Le fils de l'épicier (The Grocer's Son),36,"2,162",75,Nicolas Cazale,Clotilde Hesme,Daniel Duval,,53,90,"Art House & International,                        Drama",NR,96,2008,Jun
Wendy and Lucy,37,"12,082",67,Michelle Williams,Walter Dalton,Will Oldham,"700,720",153,85,Drama,R (for language),80,2008,May
Rachel Getting Married,38,"37,808",62,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,"12,748,504",166,84,"Drama,                        Romance",R (for language and brief sexuality),113,2008,Sep
Tropic Thunder,39,"296,138",70,Jack Black,Ben Stiller,Robert Downey Jr.,"110,416,702",194,82,Comedy,"R (for pervasive language including sexual references, violent content and drug material)",107,2008,Aug
24 City (Er shi si cheng ji),40,"1,119",70,Joan Chen,Liping Lu,Lu Liping,,37,90,"Art House & International,                        Documentary,                        Drama",G,107,2008,May
In Bruges,41,"111,920",86,Colin Farrell,Brendan Gleeson,Ralph Fiennes,"7,550,836",158,84,"Comedy,                        Drama","R (for strong bloody violence, pervasive language and some drug use)",107,2008,Jan
Un Conte de Noël (A Christmas Tale),42,"23,393",66,Catherine Deneuve,Mathieu Amalric,Jean-Paul Roussillon,,113,86,"Art House & International,                        Comedy,                        Drama",NR,150,2008,Nov
Forgetting Sarah Marshall,43,"641,146",76,Jason Segel,Kristen Bell,Mila Kunis,"62,900,000",152,84,"Comedy,                        Romance","R (for sexual content, language and some graphic nudity)",118,2008,Mar
Shine a Light,44,"37,306",74,Mick Jagger,The Rolling Stones,Keith Richards (II),"5,300,000",107,86,"Documentary,                        Musical & Performing Arts","PG-13 (for brief strong language, drug references and smoking)",121,2008,Jul
I.O.U.S.A.,45,"1,812",85,David M. Walker,Robert Bixby,Diane Rehm,"634,829",57,88,"Documentary,                        Special Interest",PG (for some thematic elements),87,2008,Aug
Gonzo: The Life and Work of Hunter S. Thompson,46,"41,167",82,Hunter S. Thompson,Anita Thompson,Jimmy Carter,"1,031,095",83,86,"Documentary,                        Special Interest","R (for drug and sexual content, language and some nudity)",119,2008,Jan
Flammen & Citronen (Flame & Citron) (The Flame and the Lemon),47,"5,068",82,Mads Mikkelsen,Thure Lindhardt,Peter Mogge Mygind,,61,87,"Action & Adventure,                        Art House & International,                        Drama,                        Mystery & Suspense",NR,132,2008,Mar
The Black Balloon,48,"4,673",84,Luke Ford,Rhys Wakefield,Toni Collette,,36,88,Drama,"PG-13 (for some sexual content, a scene of violence, and brief strong language)",102,2008,Feb
Meduzot (Jellyfish),49,"2,476",79,Sarah Adler,Nikol Leidman,Gera Sandler,,54,87,"Comedy,                        Drama",NR,78,2008,Apr
Two Lovers,50,"56,221",58,Joaquin Phoenix,Gwyneth Paltrow,Vinessa Shaw,"2,997,417",132,83,"Drama,                        Romance","R (for language, some sexuality and brief drug use)",100,2008,May
Vicky Cristina Barcelona,51,"103,799",74,Javier Bardem,Penelope Cruz,Scarlett Johansson,"23,164,041",166,81,"Comedy,                        Drama,                        Romance","PG-13 (for mature thematic material involving sexuality, and smoking)",96,2008,May
Mongol,52,"22,769",76,Tadanobu Asano,Honglei Sun,Khulan Chuluun,"5,600,000",87,85,"Classics,                        Drama",R (for sequences of bloody warfare),121,2008,Jun
Lorna's Silence,53,"4,685",69,Arta Dobroshi,Jérémie Renier,Fabrizio Rongione,,82,85,"Art House & International,                        Drama","R (for brief sexuality/nudity, and language)",105,2008,May
In Search of a Midnight Kiss,54,"4,163",79,Scoot McNairy,Sara Simmonds,Brian McGuire,,55,86,"Art House & International,                        Comedy,                        Drama",NR,90,2008,Aug
Burn After Reading,55,"187,379",64,George Clooney,Frances McDormand,John Malkovich,"60,338,891",183,79,"Comedy,                        Drama","R (for pervasive language, some sexual content and violence)",96,2008,Aug
JCVD (Van Dammage),56,"22,442",74,Jean-Claude Van Damme,François Damiens,Anne Paulicevich,"382,923",90,84,"Action & Adventure,                        Comedy",R (for language and some violence),92,2008,Jun
Beaufort,57,"2,804",72,Oshri Cohen,Itay Tiran,Eli Eltonyo,,44,86,"Action & Adventure,                        Drama",NR,131,2008,Jan
Der Baader Meinhof Komplex (The Baader Meinhof Complex),58,"16,094",80,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,"296,294",81,84,"Action & Adventure,                        Art House & International,                        Drama","R (for strong bloody violence, disturbing images, sexual content, graphic nudity and language)",149,2008,Sep
Indiana Jones and the Kingdom of the Crystal Skull,59,"1,319,996",53,Harrison Ford,Shia LaBeouf,Cate Blanchett,"316,957,122",203,77,Action & Adventure,PG-13 (for adventure violence and scary images),122,2008,May
Doubt,60,"162,299",78,Meryl Streep,Philip Seymour Hoffman,Amy Adams,"33,422,556",166,79,Drama,PG-13 (for thematic material),104,2008,Dec
Roman Polanski: Wanted and Desired,61,"3,190",78,Roman Polanski,Douglas Dalton,Roger Gunson,,41,85,"Documentary,                        Musical & Performing Arts,                        Special Interest",NR,100,2008,Jul
Fifty Dead Men Walking,62,"4,637",68,Jim Sturgess,Ben Kingsley,Natalie Press,"1,748,442",43,84,"Action & Adventure,                        Drama","R (for strong brutal violence and torture, language and some sexuality)",118,2008,Sep
The Spiderwick Chronicles,63,"354,974",63,Freddie Highmore,Mary-Louise Parker,Sarah Bolger,"71,148,699",116,80,"Action & Adventure,                        Drama,                        Science Fiction & Fantasy","PG (for scary creature action and violence, peril and some thematic elements)",97,2008,Jan
Disgrace,64,"2,097",62,John Malkovich,Eriq Ebouaney,Paula Arundell,,48,83,"Art House & International,                        Drama","R (for sexual content, nudity, some violence and brief language)",118,2008,Sep
Cloverfield,65,"419,812",68,Lizzy Caplan,Jessica Lucas,T.J. Miller,"79,952,254",155,77,"Action & Adventure,                        Mystery & Suspense,                        Science Fiction & Fantasy","PG-13 (for violence, terror and disturbing images)",84,2008,Jan
The Bank Job,66,"253,829",74,Jason Statham,Saffron Burrows,Richard Lintern,"30,028,592",114,79,"Drama,                        Mystery & Suspense","R (for sexual content, nudity, violence and language)",111,2008,Feb
Role Models,67,"278,388",74,Paul Rudd,Seann William Scott,Bobb'e J. Thompson,"67,300,000",123,78,Comedy,"R (for crude and sexual content, strong language and nudity)",99,2008,Nov
